University,Year,Class,ID,IS1,IS2,IS3,IS4,IS5,IS6,IS7,IS8,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS16,IS17,IS18,IS19,IS20,IS21,IS22,IS23,IS24,IS25,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,gender,age,japan_citizen,other_citizen,ethnicity,ethnicity_text,religion,religion_txt,undergrad_grad,class_year,class_year_txt,major,faculty,firstlang,firstlang_txt,secondlang,secondlang_txt,SecondLang_Proficiency,SecondLang_Frequency,SecondLang_Frequency_txt,International_Travel_Count,Travel_Purpose,Travel_Purpose_txt,Notes
K,1,6,7,2,2,3,4,2,2,4,4,2,2,2,4,2,4,2,3,4,1,2,2,1,3,2,3,3,4,4,4,2,2,1,2,1,1,2,1,2,3,1,1,1,3,3,4,4,1,1,2,4,1,19,1,,1,,6,,1,1,,経済,,1,,0,,,,,0,,,
K,1,6,8,2,2,4,4,2,2,2,4,3,3,2,3,3,3,2,4,2,1,2,2,2,2,1,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,3,2,2,1,19,1,,1,,1,,1,1,,経済,,1,,0,,,,,0,,,
K,1,6,9,3,2,3,3,3,3,2,3,2,2,3,3,4,2,2,3,2,1,2,2,2,3,1,3,2,2,2,4,3,3,2,4,3,3,2,2,2,3,2,1,1,2,2,1,3,3,3,2,3,1,20,1,,1,,6,,1,1,,地域創造学類,,1,,1,英語、フランス語,1,2,,0,,,
K,1,6,10,2,2,2,4,3,2,4,4,4,4,4,4,4,2,4,4,4,1,4,1,3,3,3,4,4,3,3,3,3,3,2,2,2,3,2,1,2,2,2,2,1,3,2,3,3,3,3,3,3,1,19,1,,1,,6,,1,1,,なし,,1,,1,英語、ドイツ語,2,2,,2,"2,5",修学旅行,
K,1,6,11,2,2,3,4,3,3,2,3,4,2,2,2,2,2,3,4,2,1,3,2,2,2,1,3,2,3,3,3,4,3,2,2,2,2,2,1,1,2,1,1,1,3,3,2,4,2,4,1,3,2,18,1,,1,,6,,1,1,,経済,,1,,0,,,,,0,,,
K,1,6,12,2,1,5,4,1,1,5,1,1,1,2,5,2,2,3,5,2,1,5,1,4,3,1,5,2,5,5,4,2,4,5,2,1,1,1,1,5,5,1,1,1,5,5,2,2,1,5,2,5,2,19,1,,1,,6,,1,1,,経済,,1,,0,,,,,0,,,
K,1,6,13,1,3,2,5,2,2,2,2,4,3,3,5,2,2,4,3,2,1,4,3,3,3,1,4,1,4,3,5,4,4,3,1,2,2,1,1,3,4,3,3,1,4,3,2,3,2,5,2,5,2,19,1,,1,,1,,1,1,,なし,,1,,1,,2,4,,1,1,,母国語の他に使えるコミュニケーションの手段　不明
K,1,6,14,1,4,4,4,3,2,3,4,3,2,4,3,4,4,3,4,3,1,4,1,2,5,1,4,2,4,4,4,3,3,3,2,2,3,4,3,3,5,3,1,1,3,4,4,5,4,2,3,4,2,20,1,,1,,6,,1,1,,学校教育学類教育基礎専修,,1,,1,英語,2,7,,1,"1,2",,
K,1,6,15,1,1,2,3,1,2,4,5,2,3,4,3,3,2,2,5,3,1,4,4,3,3,1,2,1,3,1,4,3,3,2,1,1,1,1,1,2,1,1,1,3,4,1,2,1,1,5,1,2,2,19,1,,1,,7,なし,1,1,,学校教育,,1,,1,英語,2,7,,1,5,高校の修学旅行,
K,1,6,16,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,1,3,2,2,2,1,3,2,3,3,3,3,3,3,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,3,1,19,1,,1,,1,,1,1,,経済,,1,,0,,,,,2,2,,
K,1,6,17,2,1,2,5,1,2,2,2,5,3,3,4,2,2,3,3,1,1,5,2,5,2,1,5,1,3,2,3,5,3,1,1,1,2,1,1,1,3,1,1,1,4,2,2,3,3,3,3,3,1,19,1,,1,,1,,1,1,,学校教育学類,,1,,1,,1,2,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,1,6,18,2,2,2,3,2,2,3,2,3,2,2,3,2,2,3,5,5,1,3,2,2,4,1,3,2,3,4,4,2,2,2,3,1,1,1,1,1,2,1,1,1,2,4,2,3,1,4,1,1,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語,2,3,,0,,,
K,1,6,19,1,2,1,5,2,2,4,2,4,2,3,4,2,1,3,5,2,1,3,2,4,4,1,4,3,4,5,4,3,2,4,4,1,1,1,3,1,3,1,1,1,3,4,2,5,2,2,3,2,2,20,1,,1,,7,,1,1,,経済,,1,,0,,,,,0,,,信仰する宗教　詳細無回答
K,1,6,20,2,2,2,4,3,2,2,2,3,3,3,2,3,2,2,2,2,1,2,1,2,2,1,5,4,3,3,4,4,3,3,3,3,4,3,3,3,3,2,1,1,3,3,3,3,2,3,4,3,2,19,1,,1,,7,神道,1,1,,総合教育部,,1,,1,英語,3,2,,1,,,渡航目的　無回答
K,1,6,21,1,1,1,4,2,4,2,4,5,5,4,2,1,1,3,4,4,1,4,1,1,5,1,5,1,2,2,5,5,1,1,4,2,4,2,2,1,5,1,1,1,1,2,3,3,1,5,4,5,2,19,1,,1,,6,,1,1,,なし。,,1,,0,,,,,0,,,
K,1,6,22,3,4,3,4,2,3,4,2,2,4,4,2,2,4,2,2,4,1,2,2,2,2,1,3,3,3,4,3,2,3,3,1,2,3,3,3,2,2,2,1,1,2,2,3,3,2,4,3,1,2,20,1,,1,,6,,1,1,,,,1,,1,英語,2,2,,0,,,専攻　無回答
K,1,6,23,1,1,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,1,,4,4,4,3,4,3,4,2,4,4,4,4,4,2,4,4,2,4,4,4,4,1,4,3,4,4,4,4,3,4,2,19,1,,1,,1,,1,1,,経済学部,,1,,1,英語、ロシア語,1,2,,1,1,大学の語学留学,IS19 重複
K,1,6,24,2,3,2,4,2,2,1,2,5,3,2,3,3,1,2,4,1,1,3,2,1,4,2,4,2,3,3,4,4,2,2,3,1,2,1,1,2,3,1,1,1,4,4,2,4,2,5,1,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,0,,,,,0,,,
K,1,6,25,2,2,3,4,3,3,3,2,3,2,2,3,4,3,3,4,2,1,3,2,2,4,1,4,4,4,2,3,3,4,4,2,4,4,4,1,2,2,1,1,1,3,2,2,3,3,3,3,3,2,20,1,,1,,1,,1,1,,人間社会学域経済学類,,1,,1,英語、フランス語,2,2,,0,,,
K,1,6,26,2,2,2,4,3,2,2,2,4,3,3,4,3,2,3,2,4,1,3,1,2,3,1,4,3,3,2,4,4,4,4,3,2,4,3,2,4,3,4,3,1,4,3,3,3,2,3,2,3,1,19,1,,1,,6,,1,1,,地域創造,,1,,1,,2,3,,2,1,,母国語の他に使えるコミュニケーションの手段　不明
K,1,6,27,2,2,2,4,2,2,2,2,3,2,2,3,2,2,3,4,3,1,3,2,2,3,1,4,3,3,3,3,4,2,2,1,1,2,2,1,1,1,1,1,1,2,3,2,3,2,3,2,3,2,19,1,,1,,1,,1,1,,経済,,1,,1,英語、スペイン語（あいさつ程度）,"1,2",2,,1,2,,
K,1,6,28,2,2,3,4,4,3,2,2,2,1,2,3,4,2,3,3,3,1,5,2,3,4,1,3,4,2,2,5,4,2,2,2,1,3,2,1,1,5,2,1,1,3,2,4,2,2,4,1,3,2,20,1,,1,,1,,1,1,,学校教育学類国語専修,,1,,0,,,,,3,2,,"Demographics 11,12は無効"
K,1,6,29,1,2,2,4,4,2,1,2,2,4,1,4,4,1,4,5,5,1,5,1,2,5,1,2,1,4,4,5,2,1,1,4,1,1,2,1,1,2,5,1,2,1,1,2,5,1,5,1,5,2,19,1,,1,,6,,1,1,,経済学類,,1,,1,英語,2,7,,1,1,,
K,1,6,30,2,2,3,3,2,2,4,2,3,2,2,3,2,3,3,2,1,1,4,3,4,3,1,3,1,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,4,2,19,1,,1,,6,,1,1,,経済,,1,,0,,,,,1,2,,
K,1,6,31,2,2,2,4,3,2,3,2,4,2,2,4,3,2,2,3,2,1,4,2,3,3,1,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,1,3,3,3,3,3,3,3,3,2,20,1,,1,,6,,1,1,,経済,,1,,0,,,,,0,,,
K,1,6,32,2,1,2,5,4,2,3,3,4,5,3,3,3,3,3,2,3,1,3,2,3,3,2,4,4,3,2,4,5,3,3,3,2,3,3,1,1,3,2,2,1,4,2,1,4,2,5,2,4,1,,1,,1,,1,,1,1,,経済,,1,,1,英語,2,7,,1,1,,年齢不詳
K,1,7,1,4,3,2,4,2,2,4,2,3,3,3,2,2,3,3,4,3,1,3,1,1,2,1,3,3,2,4,4,3,4,4,2,3,4,3,3,2,2,1,1,1,3,3,2,3,2,2,2,2,1,18,1,,1,,6,,1,1,,学校教育　国語専修,,1,,0,,,,,0,,,
K,1,7,2,1,2,1,4,1,2,2,4,4,3,2,4,4,2,4,,1,1,4,2,2,1,1,3,1,4,4,3,3,4,3,2,3,1,1,1,4,4,1,1,1,5,4,1,4,1,5,2,4,2,20,1,,1,,1,,1,1,,地域創造,,1,,1,ロシア語,2,2,,0,,,IS16 重複
K,1,7,3,2,1,4,4,4,1,2,2,4,3,3,3,4,2,3,3,1,1,2,2,3,4,1,3,4,3,3,3,3,2,2,2,1,2,2,2,1,2,1,1,2,3,4,2,3,1,2,1,3,1,19,1,,1,,6,,1,1,,,,1,,1,,1,3,,0,,,専攻　無回答、母国語の他に使えるコミュニケーションの手段　不明
K,1,7,4,3,1,3,4,2,3,3,2,3,3,2,3,3,4,3,3,2,1,3,2,2,3,1,3,2,3,3,3,3,2,2,3,2,1,2,1,2,2,1,1,1,3,3,2,3,2,5,1,4,2,19,1,,1,,1,,1,1,,地域創造学類,,1,,0,,,,,0,,,
K,1,7,5,4,1,2,4,2,4,2,1,4,3,2,4,3,4,2,5,1,1,3,2,2,5,1,4,2,2,3,4,3,2,2,1,1,4,2,1,1,4,5,1,1,3,4,2,4,1,5,2,5,2,19,1,,1,,6,,1,1,,学校教育学類社会科専修,,1,,0,,,,,2,5,サッカー遠征,
K,1,7,6,2,1,4,4,4,4,1,3,3,2,3,4,4,2,3,5,2,1,4,2,3,2,1,3,5,4,3,5,3,3,3,3,3,2,2,1,3,3,2,2,1,4,4,3,3,3,4,3,2,2,19,1,,1,,6,,1,1,,地域創造学類,,1,,1,英語,2,2,,0,,,
K,1,7,7,2,2,3,4,3,3,1,3,4,4,3,4,3,3,3,3,2,2,3,2,2,3,1,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,4,1,1,3,3,3,3,2,3,1,3,1,19,1,,1,,,,1,1,,,,1,,1,英・中,2,3,,2,2,姉妹都市の交流事業,信仰する宗教　無回答、専攻　無回答
K,1,7,8,3,2,2,3,2,1,2,2,3,3,2,4,3,3,1,4,2,1,2,1,2,3,1,3,2,2,3,2,3,3,2,3,2,1,2,1,1,4,1,1,1,3,2,2,3,2,4,2,3,2,19,1,,1,,6,,1,1,,経済学類,,1,,1,,1,7,,0,,,学年　無回答、母国語の他に使えるコミュニケーションの手段　不明
K,1,7,9,2,2,2,5,4,3,2,1,3,2,4,4,4,3,3,3,3,1,4,2,4,4,1,4,3,2,2,4,4,3,2,2,2,3,2,2,2,2,2,2,1,4,3,4,4,3,4,2,4,1,19,1,,1,,1,,1,1,,人間社会学域経済学類,,1,,1,,2,3,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,1,7,10,2,2,2,5,3,2,2,2,4,3,2,3,3,3,3,2,2,1,2,2,3,3,1,4,4,2,2,3,4,3,3,3,2,4,3,1,2,2,4,4,1,4,4,3,4,3,3,3,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,中国語,2,2,,1,2,,
K,1,7,11,2,2,2,2,2,4,2,2,2,2,4,2,4,2,2,4,2,1,3,2,2,2,1,2,2,2,4,4,2,2,2,3,5,3,2,1,2,2,3,1,1,3,3,3,2,2,4,4,3,2,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,ドイツ語・英語,2,2,,3,2,,
K,1,7,12,1,1,3,4,2,3,4,4,1,2,,4,5,2,2,5,2,1,3,1,1,5,1,4,2,4,5,5,4,2,2,1,1,2,2,1,1,3,3,2,1,2,2,1,2,1,4,2,5,2,20,1,,1,,7,宗教を信仰していません。,1,1,,学校教育,,1,,1,英語,2,4,,1,5,友好を深め、中国の実情を知る,IS11　無回答
K,1,7,13,4,1,3,5,1,2,2,3,5,3,2,4,5,5,5,4,1,1,5,3,5,2,1,5,5,5,3,5,5,5,5,5,3,4,3,3,2,2,1,1,1,5,3,2,2,2,5,1,5,2,20,1,,1,,7,神道,1,1,,地域創造学類,,1,,1,英語、中国語,1,2,,0,,,
K,1,7,14,2,4,,4,2,4,3,1,1,3,3,3,3,3,4,4,2,1,4,3,4,3,4,4,1,2,2,3,4,3,4,2,2,3,3,1,1,3,3,1,1,3,3,4,3,3,3,3,3,1,19,1,,1,,6,,1,1,,教育学類美術教育コース,,1,,0,,,,,3,"2,5",高校の修学旅行,IS03 無回答
K,1,7,15,3,2,4,4,4,4,3,2,3,3,2,3,3,3,3,3,3,1,2,1,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,19,1,,1,,6,,1,1,,,,1,,0,,,,,0,,,専攻　無回答
K,1,7,16,2,2,5,5,1,2,1,3,5,1,1,5,2,3,3,5,1,1,2,1,1,4,1,1,1,5,5,4,4,1,2,1,1,1,1,1,1,3,2,1,1,4,5,1,1,1,5,1,1,2,20,1,,1,,1,,1,1,,経済,,1,,0,,,,,1,2,,
K,1,7,17,2,5,4,4,4,5,1,4,4,4,2,4,4,2,3,4,1,1,4,2,2,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,19,1,,1,,2,,1,1,,教育、国語、（中学校）,,1,,1,英語,2,2,,1,2,,
K,1,8,1,2,1,2,2,2,2,2,2,4,2,2,3,2,3,2,5,2,1,4,2,2,4,2,5,1,4,3,4,4,3,3,2,2,1,1,2,2,3,2,1,1,3,3,2,2,1,5,2,4,1,18,1,,1,,7,大体,1,1,,人間社会学域経済学類,,1,,1,英語・中国語,1,2,,1,2,高校の修学旅行,
K,1,8,2,2,1,2,4,2,3,2,3,3,3,4,3,5,3,2,2,3,1,4,4,2,5,1,3,5,4,4,4,3,3,3,4,1,2,3,1,5,3,1,1,,4,3,3,5,2,5,2,4,1,19,1,,1,,6,,1,1,,人間社会学域　地域創造学類,,1,,1,,1,3,,0,,,GC17重複
K,1,8,3,3,2,2,3,3,1,3,4,4,3,2,4,3,3,3,4,2,1,4,2,2,4,1,3,4,3,4,4,4,2,2,1,2,3,2,2,3,3,1,1,1,3,3,3,3,2,4,3,4,2,19,1,,1,,6,,1,1,,経済学類,,1,,2,,,,,1,5,修学旅行,
K,1,8,4,3,2,4,5,1,3,5,2,2,1,1,3,2,1,3,3,1,1,2,2,3,1,2,3,1,1,2,4,3,2,1,1,2,1,1,1,2,1,1,1,1,2,3,1,5,3,5,1,3,2,20,1,,1,,6,,1,1,,学校教育学類数学専修,,1,,1,英語,1,7,,0,,,
K,1,8,5,1,1,1,5,2,2,5,2,5,4,3,4,1,2,5,3,2,1,5,3,3,5,4,4,1,5,4,3,4,4,5,5,3,5,2,4,2,4,1,1,1,3,4,4,4,2,4,2,4,1,19,1,,1,,6,,1,1,,学校教育学類美術教育専修,,1,,1,,1,7,,0,,,
K,1,8,6,2,2,4,4,3,2,2,2,4,4,4,4,4,2,4,4,2,2,4,3,　,2,2,4,2,2,2,4,4,4,4,4,3,4,4,2,2,4,4,4,2,3,4,4,4,4,4,2,2,2,19,1,,2,,1,,1,1,,経済学,,1,,1,英語,3,,,3,2,,IS21無回答
K,1,8,7,4,4,5,5,2,1,5,5,5,2,2,5,5,3,3,5,1,1,4,3,1,1,1,1,5,5,4,3,3,3,2,3,2,2,2,1,1,1,1,1,1,4,4,3,5,1,5,1,5,2,19,1,,1,,6,,1,1,,人間社会学域経済学類,,1,,1,英語,2,1,,1,2,,
K,1,8,8,2,1,3,5,2,2,2,4,4,2,2,2,3,1,3,1,2,1,4,2,2,3,1,4,5,4,4,4,4,3,2,3,2,2,2,1,2,1,1,1,1,3,3,1,2,1,4,2,4,2,18,1,,1,,1,,1,1,,経済,,1,,1,英語,2,3,,0,,,
K,1,8,9,2,1,4,4,3,2,2,2,3,2,3,3,3,2,2,2,2,1,3,3,3,2,3,4,3,5,2,2,3,3,4,3,3,2,2,1,2,3,2,2,3,3,4,3,3,3,4,2,3,2,19,1,,1,,1,,1,1,,学校教育学類社会科専修,,,,2,,,,,0,,,母語の記載なし
K,1,8,10,2,1,2,5,2,2,3,4,5,4,4,5,3,3,4,5,2,1,3,3,2,2,1,3,4,4,5,5,5,4,3,4,3,3,1,1,3,5,4,1,1,3,4,4,5,3,4,3,3,2,19,1,,1,,6,,1,1,,経済学類,,1,,2,,,,,0,,,
K,1,8,11,2,1,3,3,3,2,2,3,3,4,2,3,3,3,3,4,4,1,2,2,3,4,1,3,3,2,3,3,3,3,2,1,3,3,2,3,3,3,2,1,1,2,3,3,2,1,4,3,3,1,19,1,,1,,1,,1,1,,学校教育学類,,1,,2,,,,,1,,修学旅行,渡航あり；回数の記載なしで１とする
K,1,8,12,2,2,3,4,4,4,2,2,4,4,3,4,4,4,2,3,3,1,3,2,2,1,2,4,3,3,2,4,4,2,2,2,2,3,3,4,2,3,1,1,1,3,4,3,3,3,5,2,4,2,19,1,,1,,1,,1,1,,経済,,1,,1,,3,3,,0,,,
K,1,8,13,3,1,3,4,4,2,1,3,2,3,2,3,3,3,3,4,2,1,3,2,2,3,3,3,4,2,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,5,3,4,2,20,1,,1,,6,,1,1,,経済,,1,,2,,,,,0,,,
K,1,8,14,2,3,2,4,2,2,3,4,4,3,3,3,3,2,2,3,1,1,4,2,2,3,1,3,4,3,4,4,3,3,2,4,1,2,1,1,2,3,1,1,1,3,3,1,4,1,3,2,3,1,19,1,,1,,6,,1,1,,地域創造学類,,1,,2,,,,,0,,,
K,1,8,15,2,2,3,4,3,2,3,2,4,4,4,5,4,3,4,5,2,1,3,2,4,3,1,4,1,4,4,5,4,4,2,1,3,3,2,1,2,1,4,1,1,4,4,2,4,2,5,2,1,2,18,1,,1,,6,,1,1,,経済,,1,,1,英語・ドイツ語,2,2,,1,1,,
K,1,8,16,1,1,1,5,2,1,4,1,4,5,1,2,1,5,4,1,1,1,3,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GC+demo無回答
K,1,8,17,2,2,2,4,2,3,2,3,3,3,3,3,3,3,3,4,2,1,3,2,2,2,2,4,2,2,2,3,4,4,3,2,2,1,1,1,3,2,2,1,1,4,4,3,4,2,4,1,1,1,19,1,,1,,6,,1,1,,経済学類,,1,,1,英語,2,2,,0,,,
K,1,8,18,4,4,3,4,3,3,2,3,4,2,2,4,4,3,4,4,2,1,4,2,3,2,2,4,4,4,2,4,4,2,2,2,2,3,2,1,1,3,2,1,1,4,1,3,3,1,4,2,3,1,19,1,,1,,7,わからない,1,1,,総合教育部・文系,,1,,2,,,,,2,1・５,修学旅行　　　,
K,1,9,1,4,2,4,4,4,2,3,3,3,3,3,4,4,3,3,4,3,1,4,2,3,4,1,3,4,4,2,4,4,4,2,3,2,3,4,1,3,3,1,1,1,3,3,4,2,3,3,3,3,2,18,1,,1,,1,,1,1,,経済学,,1,,1,英語,2,2,,0,,,
K,1,9,2,3,2,4,3,2,2,3,3,5,1,2,4,4,3,3,3,2,1,3,2,2,2,1,3,2,4,4,4,5,2,2,1,2,3,3,2,2,1,1,1,1,2,3,3,3,2,4,2,3,2,19,1,,1,,6,,1,1,,経済,,1,,1,,1,7,,1,,修学旅行,
K,1,9,3,1,1,5,5,5,5,1,5,5,5,5,5,5,4,5,1,2,3,5,1,3,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,18,1,,1,,7,ゾロアスター教,1,1,,,,1,,1,英語,1,7,,1,2,,
K,1,9,4,2,1,2,5,2,2,1,1,4,4,2,3,4,3,3,1,3,1,4,2,1,5,2,4,1,3,2,1,4,3,3,2,1,4,2,1,3,4,4,2,1,4,3,3,1,1,4,3,2,3,19,1,,1,,7,神道,1,1,,地域創造学類環境共生コース,,1,,1,英語,2,2,,4,2・5,修学旅行、研究発表,
K,1,9,5,2,2,3,4,2,2,3,4,2,2,2,4,4,3,2,5,3,1,3,2,2,2,1,2,3,3,4,2,3,2,2,2,2,3,2,2,1,2,1,1,1,3,3,3,3,2,4,2,2,2,18,1,,1,,1,,1,1,,教育学類数学専修,,1,,2,,,,,0,,,
K,1,9,6,2,3,2,3,3,2,3,3,2,3,,1,3,3,2,2,2,3,2,3,2,3,2,3,4,3,2,2,3,4,2,3,2,3,3,3,2,3,2,2,3,2,3,4,3,4,3,4,3,2,20,1,,1,,6,,1,1,,地域創造,,1,,2,,,,,0,,,
K,1,9,7,3,2,2,4,2,1,2,2,4,3,2,4,4,1,3,5,2,1,3,2,2,3,1,3,3,3,4,4,3,2,2,2,1,2,2,2,2,3,1,1,1,2,3,3,3,2,4,2,3,2,19,1,,1,,1,,1,1,,学校教育学類理科教育専修,,1,,1,,2,2,,0,,,
K,1,9,8,2,2,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,1,4,2,3,3,1,2,4,3,2,3,3,3,1,3,1,2,2,2,1,1,1,1,1,1,2,2,1,1,5,1,4,1,19,1,,1,,1,,1,1,,学校教育学類音楽教育専修ピアノ科専攻,,1,,1,英語・手話,2・１,3,,0,,,
K,1,9,9,2,1,2,5,3,4,2,1,5,3,5,5,2,2,5,4,1,1,5,1,2,2,2,5,2,3,2,4,5,4,5,4,1,3,2,1,3,5,1,1,1,5,5,1,5,1,5,1,3,1,19,1,,1,,1,,1,1,,学校教育学類音楽教育専修,,1,,2,,,,,0,,,
K,1,9,10,2,3,2,4,4,2,2,3,3,4,4,3,4,3,3,4,3,1,3,3,3,2,1,3,3,4,4,3,3,2,3,1,1,1,1,1,3,3,4,1,1,3,3,2,2,1,4,2,3,1,18,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語・韓国語,2,3,,1,2・4,,
K,1,9,11,1,4,2,4,1,1,5,3,3,3,4,3,4,3,2,4,5,1,2,1,1,5,1,3,3,4,5,5,3,3,3,1,2,3,1,1,3,3,1,1,1,3,2,1,3,1,5,4,5,2,20,1,,1,,6,,1,1,,経済学類,,1,,1,,2,7,,0,,,
K,1,9,12,2,1,4,4,2,3,1,3,3,2,2,2,3,2,3,4,1,1,3,2,3,3,1,3,2,3,3,4,3,2,2,1,1,1,1,2,3,2,1,1,1,3,3,2,5,2,4,2,2,2,19,1,,1,,6,,1,1,,まだない,,1,,2,,,,,0,,,
K,1,9,13,4,2,4,3,3,2,2,5,4,4,4,3,3,4,3,2,3,,1,3,2,3,4,4,3,3,3,3,4,2,3,4,4,4,1,3,3,2,3,1,3,3,5,3,3,4,3,3,4,2,19,1,,1,,1,,1,1,,学校教育学類国語専修,,1,,1,,1,7,,0,,,ISI18無回答
K,1,9,14,4,1,2,4,4,2,4,4,2,4,4,4,4,2,3,4,1,1,3,2,2,4,2,4,4,4,2,2,4,4,2,3,2,4,4,4,2,2,2,1,1,3,2,2,3,2,4,2,2,1,19,1,,1,,6,,1,1,,学校教育　社会,,1,,1,英語,2,2,,1,2,,渡航あり；回数の記載なしで１とする
K,1,9,15,2,2,3,4,2,2,2,2,3,3,3,2,2,3,3,2,2,1,3,2,2,2,2,4,2,3,2,3,4,3,2,3,2,3,2,3,2,3,1,2,1,4,4,3,3,3,4,2,4,1,19,1,,1,,1,,1,1,,人間社会学位記地域創造学類,,1,,1,韓国語,2,2,,0,,,
K,1,9,16,2,2,2,3,2,2,3,2,4,2,2,3,4,2,2,4,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,3,3,3,1,1,3,3,2,2,2,3,3,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,,2,3,,1,,研修,
K,1,9,17,2,1,5,5,2,1,4,3,2,1,1,5,5,5,5,5,2,1,4,1,1,1,1,2,1,4,4,4,3,3,3,1,1,1,1,5,1,4,1,1,1,3,5,2,3,1,4,1,4,1,19,1,,1,,1,,1,1,,学校教育,,1,,2,,,,,0,,,
K,1,9,18,3,1,1,4,3,2,2,1,4,2,2,4,4,3,2,4,2,1,5,1,5,4,1,2,5,3,1,5,4,2,2,1,1,4,4,1,1,1,1,1,1,1,1,3,3,1,4,2,3,1,19,1,,1,,6,,1,1,,学校教育学類数学教育専修,,1,,1,英語,2,2,,0,,,
K,1,10,1,1,2,2,5,3,,1,2,4,3,4,4,2,3,3,4,3,1,3,1,5,4,2,4,2,2,3,4,4,5,3,2,3,3,3,5,4,5,5,2,1,5,5,4,4,3,4,4,5,2,20,1,,1,,7,ゾロアスター教,1,,,,,1,,1,英語・フランス語,2,1,,3,1・2,,IS6未回答
K,1,10,2,4,1,3,5,2,1,3,3,5,3,3,4,4,2,3,4,2,1,4,2,3,4,1,5,5,4,3,3,4,4,2,3,3,3,3,1,2,3,1,1,1,3,4,3,3,3,5,3,3,2,19,1,,1,,1,,1,1,,学校教育学類,,1,,2,,,0,,,,,
K,1,10,3,1,2,2,5,3,2,2,1,5,3,4,3,3,2,4,2,1,2,1,3,3,3,3,3,3,3,1,1,5,3,3,3,2,3,3,2,1,5,3,2,1,3,4,5,5,5,5,3,3,1,18,1,,1,,1,,1,1,,学校教育学類教育基礎専修,,1,,1,,2,2,,0,,,
K,1,10,4,2,1,2,4,3,1,2,2,3,2,2,3,2,2,3,4,4,1,4,1,2,3,1,4,3,3,2,4,4,3,4,2,2,4,3,3,2,4,4,4,3,4,4,2,4,3,5,2,4,1,19,2,,1,,6,,1,1,,学校教育学類,,1,,1,英語,2,1,,3,1・５,修学旅行　　　,
K,1,10,5,3,3,3,3,3.5,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,19,1,,1,,6,,1,1,,学校教育学類,,1,,2,,,,,0,,,回答に信憑性なし
K,1,10,6,1,1,2,5,3,2,1,3,5,2,3,4,4,4,4,2,4,1,5,2,2,3,1,4,3,3,3,4,5,5,3,5,2,5,2,5,3,3,5,4,1,4,3,5,3,4,4,2,5,1,19,1,,1,,6,,1,1,,総合教育部・文系,,1,,1,英語,2,2,,2,5,ホームステイ,
K,1,10,7,2,2,4,4,2,2,2,2,3,2,1,3,5,3,2,2,2,1,4,1,1,2,2,5,2,2,1,2,4,5,3,2,1,4,4,3,2,2,5,3,1,5,4,4,4,4,5,2,4,2,19,1,,1,,2,,1,1,,地域創造学類,,1,,1,英語,3,3,,3,5,短期研修,
K,1,10,8,2,2,3,4,2,2,1,2,2,2,3,4,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,1,3,2,1,2,3,3,2,1,3,2,2,3,3,3,2,2,2,19,1,,1,,1,,1,1,,総合教育部・文系,,1,,2,,,,,2,１・２,,
K,1,10,9,1,1,1,1,1,1,2,1,2,1,3,3,2,3,4,1,1,4,2,2,3,1,3,2,2,3,2,4,2,1,3,1,1,1,3,4,2,,4,3,1,3,2,2,2,2,2,2,2,2,19,1,,1,,1,,1,1,,学校教育学類社会科コース,,1,,2,,,,,0,,,
